Udise_Code,ClassCode,Total_Seats,RTE_Seats,admitted,Dropout,Retaining
22041512703,C010,0,0,0,0,0
22051027326,C002,45,11,3,0,3
22090505303,C001,0,0,0,0,0
22051027403,C002,134,33,30,0,30
22081307719,C004,0,0,0,0,0
22100703302,C011,0,0,0,0,0
22100704813,C002,0,0,0,0,0
22110407321,C001,40,10,5,0,5
22110432906,C004,38,7,7,0,7
22203102718,C004,60,10,10,0,10
22061701458,C011,0,0,0,0,0
22271709009,C011,0,0,0,0,0
22070314508,C005,0,0,0,0,0
22122808702,C006,32,8,8,0,8
22050914905,C001,0,0,0,0,0
22101100443,C004,60,15,9,0,9
22191206505,C006,0,0,0,0,0
22061304506,C002,40,10,0,0,0
22271507308,C012,0,0,0,0,0
22241608710,C003,30,10,5,0,5
22070314305,C001,70,17,3,0,3
22071509202,C006,56,14,14,0,14
22220519304,C007,14,3,1,0,1
22220811712,C001,20,5,5,0,5
22110400131,C001,0,0,0,0,0
22072509906,C009,0,0,0,0,0
22072503207,C011,0,0,0,0,0
22110410203,C012,0,0,0,0,0
22051027467,C001,32,8,6,0,6
22172505311,C010,0,0,0,0,0
22271900106,C004,30,9,1,1,0
22061703704,C003,11,3,3,1,2
22070307343,C009,0,0,0,0,0
22101100436,C011,0,0,0,0,0
22241206305,C012,52,13,5,5,0
22100702210,C008,0,0,0,0,0
22130300937,C005,40,10,8,0,8
22100711409,C004,25,7,7,0,7
22031303009,C001,0,0,0,0,0
22031201611,C002,0,0,0,0,0
22070325009,C001,92,23,11,0,11
22071516104,C002,40,10,0,0,0
22012300721,C009,30,7,4,1,3
22012005711,C010,60,15,11,0,11
22220510706,C011,4,1,1,0,1
22012204122,C011,0,0,0,0,0
22152900114,C005,35,5,5,0,5
22100701523,C012,0,0,0,0,0
22081207011,C009,0,0,0,0,0
22101109203,C012,0,0,0,0,0
22130300942,C010,36,10,10,1,9
22110407316,C007,NULL,NULL,NULL,NULL,NULL
22100702904,C004,10,2,0,0,0
22110407343,C010,0,0,0,0,0
22101114208,C011,0,0,0,0,0
22100715209,C001,0,0,0,0,0
22153316604,C006,0,0,0,0,0
22122504725,C010,0,0,0,0,0
22020110854,C009,25,7,3,1,2
22072514518,C006,0,0,0,0,0
22153301704,C003,52,13,13,0,13
22070303207,C010,0,0,0,0,0
22100615003,C003,33,10,10,0,10
22153302808,C007,0,0,0,0,0
22230204231,C001,25,6,3,0,3
22110430805,C002,0,0,0,0,0
22090616412,C007,0,0,0,0,0
22100718006,C004,84,16,16,3,13
22100717403,C001,24,6,0,0,0
22100726621,C009,62,15,11,0,11
22012204110,C012,0,0,0,0,0
22252305623,C012,0,0,0,0,0
22061701466,C008,0,0,0,0,0
22153318404,C010,0,0,0,0,0
22131334401,C001,50,12,12,0,12
22051015325,C002,40,10,5,0,5
22231012102,C002,0,0,0,0,0
22090400903,C007,30,7,0,0,0
22110429812,C012,0,0,0,0,0
22250504320,C006,50,12,7,0,7
22252301203,C005,32,8,4,0,4
22250506214,C002,20,5,5,0,5
22191218309,C007,40,5,5,0,5
22100720810,C002,32,8,6,0,6
22071100109,C011,60,15,3,0,3
22012201509,C005,50,12,11,0,11
22070307902,C005,20,5,3,2,1
22271703511,C008,0,0,0,0,0
22051812104,C010,0,0,0,0,0
22100605502,C002,4,1,0,0,0
22110436901,C009,0,0,0,0,0
22112211603,C004,20,5,4,0,4
22012005712,C003,60,15,7,0,7
22100720104,C011,0,0,0,0,0
22100710905,C012,0,0,0,0,0
22251900714,C006,40,10,1,0,1
22130314907,C007,40,10,8,3,5
22110429202,C002,50,10,9,0,9
22071400127,C010,0,0,0,0,0
22100715902,C003,50,12,12,0,12
22080100603,C004,16,4,4,0,4
22051015139,C012,0,0,0,0,0
22100724703,C010,0,0,0,0,0
22081316303,C004,0,0,0,0,0
22110410714,C010,0,0,0,0,0
22251402812,C003,0,0,0,0,0
22241606010,C012,0,0,0,0,0
22241601306,C005,40,10,1,0,1
22242014511,C002,40,10,3,0,3
22012204032,C002,20,5,0,0,0
22220501006,C009,15,4,1,0,1
22110413103,C010,60,15,1,0,1
22213510306,C003,40,10,10,5,5
22061704805,C011,0,0,0,0,0
22041612605,C007,0,0,0,0,0
22122810003,C001,0,0,0,0,0
22252307003,C010,40,10,1,0,1
22241011704,C003,20,5,3,0,3
22271709008,C002,0,0,0,0,0
22112220906,C005,48,12,8,4,4
22071503816,C007,0,0,0,0,0
22241020813,C010,NULL,NULL,NULL,NULL,NULL
22110402005,C010,38,7,7,0,7
22070328724,C010,0,0,0,0,0
22070300203,C010,60,6,6,0,6
22060209904,C004,40,10,10,0,10
22060402709,C006,0,0,0,0,0
22241602306,C003,24,6,6,2,4
22112205603,C007,25,5,1,0,1
22100726604,C007,72,18,5,0,5
22012005107,C010,0,0,0,0,0
22060209616,C011,0,0,0,0,0
22153305402,C011,0,0,0,0,0
22110419829,C008,0,0,0,0,0
22060106609,C003,20,5,1,0,1
22012008905,C003,0,0,0,0,0
22122809312,C005,9,2,2,0,2
22061708006,C009,0,0,0,0,0
22110408526,C004,20,5,4,0,4
22051805104,C003,0,0,0,0,0
22080109615,C007,0,0,0,0,0
22080712604,C010,40,10,10,0,10
22110421004,C005,0,0,0,0,0
22071509509,C003,28,7,7,0,7
22191606405,C008,0,0,0,0,0
22220803905,C001,0,0,0,0,0
22230201403,C005,NULL,NULL,NULL,NULL,NULL
22050923405,C010,0,0,0,0,0
22060204513,C007,24,6,6,3,3
22110406002,C003,0,0,0,0,0
22090200603,C010,0,0,0,0,0
22050908406,C012,0,0,0,0,0
22091011405,C003,0,0,0,0,0
22100708605,C005,8,2,2,0,2
22061310605,C002,40,10,7,0,7
22220100210,C001,25,7,5,0,5
22071513914,C002,0,0,0,0,0
22070324708,C010,40,10,7,0,7
22041508605,C006,0,0,0,0,0
22231007803,C003,32,13,13,1,12
22172500913,C003,50,13,0,0,0
22090801509,C008,0,0,0,0,0
22090201704,C003,50,12,7,0,7
22052308603,C003,50,11,11,0,11
22110608816,C009,5,1,1,1,0
22100726301,C004,45,11,5,0,5
22040205303,C001,0,0,0,0,0
22072500205,C003,0,0,0,0,0
22020303906,C003,0,0,0,0,0
22070321406,C010,0,0,0,0,0
22071505104,C008,0,0,0,0,0
22060400229,C010,0,0,0,0,0
22100717811,C011,0,0,0,0,0
22153322502,C011,0,0,0,0,0
22261006209,C012,0,0,0,0,0
22012204122,C004,0,0,0,0,0
22242009106,C001,0,0,0,0,0
22231006703,C005,40,3,3,0,3
22012103404,C012,0,0,0,0,0
22061709005,C002,0,0,0,0,0
22140708903,C006,12,3,3,0,3
22070307324,C007,137,34,1,0,1
22052306504,C010,0,0,0,0,0
22230303306,C005,0,0,0,0,0
22101110704,C012,0,0,0,0,0
22191218319,C010,0,0,0,0,0
22240208003,C009,0,0,0,0,0
22241202304,C006,0,0,0,0,0
22161905802,C012,0,0,0,0,0
22143210404,C007,8,4,4,0,4
22220516904,C009,12,3,3,0,3
22101100328,C002,12,3,3,0,3
22142700108,C011,0,0,0,0,0
22122511202,C007,12,3,2,0,2
22141800108,C009,24,6,5,1,4
22251409105,C001,0,0,0,0,0
22252300506,C009,0,0,0,0,0
22112200704,C012,0,0,0,0,0
22191605702,C001,32,8,0,0,0
22110410603,C003,0,0,0,0,0
22090304203,C008,40,10,3,0,3
22080708701,C012,0,0,0,0,0
22100717903,C011,0,0,0,0,0
22191625901,C004,40,10,4,0,4
22070610502,C002,0,0,0,0,0
22261103810,C002,0,0,0,0,0
22191233104,C011,0,0,0,0,0
22012011007,C007,0,0,0,0,0
22271600111,C010,0,0,0,0,0
22060702812,C002,25,6,6,0,6
22080701903,C004,28,7,7,0,7
22090415011,C007,30,7,1,0,1
22072207301,C011,0,0,0,0,0
22142705705,C008,25,6,6,0,6
22012000135,C010,30,8,3,0,3
22041629707,C009,50,12,8,0,8
22061906315,C007,0,0,0,0,0
22271408705,C007,48,12,12,0,12
22191213504,C009,0,0,0,0,0
22191609105,C002,0,0,0,0,0
22191608004,C008,0,0,0,0,0
22041514453,C008,111,28,1,0,1
22110407424,C008,0,0,0,0,0
22060707505,C002,36,5,5,0,5
22070323107,C008,0,0,0,0,0
22110420506,C001,30,7,7,0,7
22020609703,C002,0,0,0,0,0
22030506011,C010,0,0,0,0,0
22220407823,C004,52,16,16,0,16
22122107615,C008,32,8,8,0,8
22040315907,C004,37,10,10,0,10
22230300104,C001,0,0,0,0,0
22050911509,C010,40,10,4,0,4
22141800423,C010,0,0,0,0,0
22191616906,C007,0,0,0,0,0
22100726235,C002,0,0,0,0,0
22271408603,C008,40,10,7,0,7
22070322514,C008,140,35,3,0,3
22061905808,C011,0,0,0,0,0
22062410004,C007,0,0,0,0,0
22220101804,C011,0,0,0,0,0
22090603309,C001,35,9,2,0,2
22061903504,C011,0,0,0,0,0
22133011203,C002,35,8,8,0,8
22090815502,C002,40,10,0,0,0
22090307516,C010,0,0,0,0,0
22012203102,C006,0,0,0,0,0
22261006605,C002,0,0,0,0,0
22061700910,C004,40,10,2,0,2
22241206410,C003,0,0,0,0,0
22091107006,C011,0,0,0,0,0
22012003216,C012,0,0,0,0,0
22122504743,C005,47,13,12,0,12
22031310941,C001,40,10,10,0,10
22031306207,C010,0,0,0,0,0
22203100714,C010,0,0,0,0,0
22041510807,C006,0,0,0,0,0
22041400609,C009,0,0,0,0,0
22071100204,C010,90,23,7,0,7
22041706304,C005,16,2,2,0,2
22152909907,C002,72,16,16,0,16
22090301402,C007,21,5,5,0,5
22030803712,C009,40,10,8,0,8
22060501409,C006,0,0,0,0,0
22260800508,C007,0,0,0,0,0
22070320907,C001,40,10,4,0,4
22061900905,C009,0,0,0,0,0
22220813408,C009,47,12,5,0,5
22271504911,C002,0,0,0,0,0
22172605308,C010,0,0,0,0,0
22122119402,C011,30,7,1,0,1
22012300354,C005,0,0,0,0,0
22061703703,C010,0,0,0,0,0
22090900103,C003,40,10,9,1,8
22081301904,C002,32,8,8,0,8
22060702008,C003,0,0,0,0,0
22051023905,C009,0,0,0,0,0
22241004804,C008,0,0,0,0,0
22122504749,C001,28,7,7,0,7
22241014806,C008,0,0,0,0,0
22072202626,C006,0,0,0,0,0
22140134117,C005,50,6,6,0,6
22260804716,C003,0,0,0,0,0
22020107408,C011,0,0,0,0,0
22110411208,C005,12,1,1,0,1
22110407018,C007,0,0,0,0,0
22080714203,C006,60,20,20,1,19
22090201722,C003,0,0,0,0,0
22101105302,C009,0,0,0,0,0
22122503602,C007,0,0,0,0,0
22220506503,C010,0,0,0,0,0
22220911503,C009,12,4,4,0,4
22030113508,C002,0,0,0,0,0
22110436204,C005,0,0,0,0,0
22070323808,C001,85,21,4,0,4
22071501503,C012,0,0,0,0,0
22122503906,C008,0,0,0,0,0
22050916504,C010,40,10,3,0,3
22122515803,C002,20,4,4,0,4
22141807603,C012,0,0,0,0,0
22121111106,C003,44,11,11,1,10
22112218305,C002,0,0,0,0,0
22240213601,C002,0,0,0,0,0
22191604930,C005,55,14,7,0,7
22110416603,C011,0,0,0,0,0
22220905117,C011,0,0,0,0,0
22041500105,C012,0,0,0,0,0
22110405109,C004,40,10,2,0,2
22062402204,C007,0,0,0,0,0
22081207003,C010,48,12,3,0,3
22110438201,C007,40,10,1,0,1
22041611405,C006,0,0,0,0,0
22100607005,C004,40,10,0,0,0
22020106809,C006,36,9,9,0,9
22070326805,C006,0,0,0,0,0
22090616446,C007,100,25,25,1,24
22030704924,C004,36,9,7,0,7
22122816703,C004,40,10,7,3,4
22090616454,C012,0,0,0,0,0
22140716702,C002,20,4,0,0,0
22260809706,C010,0,0,0,0,0
22271512303,C002,0,0,0,0,0
22271809617,C002,60,15,10,0,10
22080703335,C005,60,15,14,0,14
22100609210,C012,0,0,0,0,0
22183702511,C003,54,10,8,1,7
22040200602,C010,19,5,5,0,5
22060708210,C005,72,18,18,0,18
22060506305,C008,0,0,0,0,0
22020405617,C012,0,0,0,0,0
22091109105,C010,40,10,7,1,6
22012006104,C010,30,8,8,0,8
22070324806,C001,40,10,0,0,0
22071508408,C011,60,15,8,0,8
22183702505,C007,30,9,9,4,5
22050914503,C005,40,10,9,1,8
22112211305,C007,0,0,0,0,0
22071118207,C012,0,0,0,0,0
22070311704,C003,0,0,0,0,0
22122516204,C010,0,0,0,0,0
22070328721,C003,0,0,0,0,0
22271407008,C007,0,0,0,0,0
22100717819,C005,100,25,23,0,23
22140134122,C001,60,15,15,0,15
22030100613,C007,0,0,0,0,0
22230200106,C003,0,0,0,0,0
22091105103,C002,20,5,3,0,3
22110421317,C004,8,2,2,1,1
22100722003,C010,0,0,0,0,0
22191202006,C011,0,0,0,0,0
22110417812,C012,0,0,0,0,0
22110403601,C012,0,0,0,0,0
22090315105,C003,0,0,0,0,0
22041629743,C009,33,8,3,0,3
22242014510,C004,100,25,25,0,25
22020610802,C003,0,0,0,0,0
22241020811,C012,0,0,0,0,0
22020600132,C004,0,0,0,0,0
22220909706,C005,20,5,4,1,3
22020110845,C012,0,0,0,0,0
22230204103,C004,31,9,8,0,8
22230312209,C007,0,0,0,0,0
22100726611,C007,0,0,2,0,2
22090512804,C007,48,12,5,0,5
22040205004,C007,30,7,1,0,1
22110432906,C011,34,1,1,0,1
22071514404,C011,0,0,0,0,0
22122806002,C008,28,7,7,0,7
22081304903,C006,0,0,0,0,0
22271401713,C011,0,0,0,0,0
22061700721,C007,60,15,4,0,4
22041508806,C006,0,0,0,0,0
22133014002,C012,0,0,0,0,0
22020609904,C005,30,7,7,4,3
22100717828,C012,0,0,0,0,0
22110414705,C011,0,0,0,0,0
22080707402,C012,0,0,0,0,0
22110400130,C011,0,0,0,0,0
22110809503,C007,0,0,0,0,0
22110402138,C007,0,0,0,0,0
22100702803,C006,0,0,0,0,0
22110405806,C005,38,5,5,0,5
22191225505,C004,60,15,15,0,15
22051027452,C005,NULL,NULL,NULL,NULL,NULL
22122100121,C010,0,0,0,0,0
22122518703,C011,20,5,5,0,5
22040913612,C012,0,0,0,0,0
22031006240,C011,0,0,0,0,0
22030704952,C002,20,5,5,1,4
22061701443,C006,0,0,0,0,0
22081308703,C002,25,5,5,0,5
22050900115,C009,20,5,2,0,2
22041515004,C004,36,10,10,0,10
22122801004,C006,0,0,0,0,0
22203102718,C011,0,0,0,0,0
22271709009,C004,40,10,10,0,10
22090804006,C011,0,0,0,0,0
22151722718,C001,50,15,15,0,15
22100712202,C001,0,0,0,0,0
22122101905,C001,46,12,10,0,10
22061906017,C004,0,0,0,0,0
22060206703,C005,60,15,13,0,13
22110418544,C005,4,1,1,0,1
22203102720,C006,8,3,3,0,3
22191208102,C007,36,9,9,0,9
22071512203,C005,0,0,0,0,0
22161500612,C011,0,0,0,0,0
22132705413,C005,32,8,8,0,8
22070320820,C011,0,0,0,0,0
22231204002,C001,35,8,6,0,6
22132702502,C003,30,7,7,0,7
22090815104,C001,40,10,7,0,7
22110407006,C007,0,0,0,0,0
22061300121,C008,0,0,0,0,0
22070309808,C012,0,0,0,0,0
22061308607,C012,0,0,0,0,0
22012101216,C004,0,0,0,0,0
22020110858,C003,60,12,12,0,12
22101100308,C007,0,0,0,0,0
22080102502,C007,20,5,1,0,1
22071116006,C008,0,0,0,0,0
22122808009,C004,41,11,6,2,4
22020107212,C012,0,0,0,0,0
22100717517,C002,20,5,1,0,1
22100706014,C003,0,0,0,0,0
22071509802,C001,0,0,0,0,0
22091103702,C009,0,0,0,0,0
22110406905,C012,0,0,0,0,0
22133017218,C011,0,0,0,0,0
22100700716,C009,0,0,0,0,0
22261006604,C008,40,10,7,0,7
22091105422,C001,20,5,3,0,3
22100717202,C001,60,15,12,0,12
22020102710,C001,25,6,0,0,0
22051027331,C008,0,0,0,0,0
22050800606,C006,40,10,1,1,0
22160808031,C004,42,10,10,0,10
22090201705,C010,30,8,5,0,5
22100726219,C005,27,6,1,0,1
22012003606,C010,40,10,1,0,1
22241013008,C002,50,13,2,0,2
22122132101,C010,0,0,0,0,0
22052311913,C002,0,0,0,0,0
22112200703,C006,68,15,15,0,15
22110441301,C002,50,13,13,0,13
22061707004,C003,0,0,0,0,0
22110407708,C006,20,5,1,0,1
22131309542,C007,20,5,1,0,1
22133014402,C007,0,0,0,0,0
22030112307,C006,0,0,0,0,0
22153305002,C012,0,0,0,0,0
22070605709,C011,0,0,0,0,0
22151722706,C004,55,13,9,0,9
22090806503,C011,0,0,0,0,0
22091100140,C006,0,0,0,0,0
22242002919,C008,42,10,1,0,1
22140107602,C004,20,5,5,0,5
22261303307,C011,0,0,0,0,0
22070312605,C010,40,10,3,0,3
22041623304,C012,0,0,0,0,0
22241217904,C012,0,0,0,0,0
22110412904,C010,65,16,7,4,3
22060405811,C003,0,0,0,0,0
22110407361,C001,76,19,18,0,18
22090511504,C008,30,7,5,0,5
22070300210,C002,20,5,3,0,3
22060105206,C012,0,0,0,0,0
22071500322,C004,120,30,3,0,3
22060707916,C009,0,0,0,0,0
22100722620,C006,0,0,0,0,0
22153304405,C008,40,20,12,0,12
22110436407,C001,25,5,2,0,2
22080713203,C004,24,6,3,0,3
22012411803,C001,0,0,0,0,0
22101101008,C012,0,0,0,0,0
22100709809,C011,0,0,0,0,0
22080703704,C003,40,10,10,0,10
22090302002,C008,0,0,0,0,0
22110810616,C001,0,0,0,0,0
22230204103,C011,0,0,0,0,0
22110409609,C004,24,8,8,1,7
22133000917,C006,0,0,0,0,0
22091105409,C003,32,8,2,0,2
22110415106,C009,30,1,1,0,1
22110400130,C004,0,0,0,0,0
22153324405,C009,0,0,0,0,0
22071122818,C003,56,6,6,0,6
22122510704,C004,18,3,3,0,3
22070605831,C006,0,0,0,0,0
22090502306,C007,0,0,0,0,0
22030508608,C006,0,0,0,0,0
22061902706,C004,28,7,1,0,1
22080703379,C011,0,0,0,0,0
22020204310,C009,0,0,0,0,0
22112208303,C003,0,0,0,0,0
22100706711,C003,0,0,0,0,0
22241014207,C001,0,0,0,0,0
22020302407,C009,0,0,0,0,0
22230302406,C008,48,12,12,1,11
22072206101,C002,0,0,0,0,0
22100701125,C009,0,0,0,0,0
22080715404,C009,0,0,0,0,0
22241201205,C002,16,4,4,0,4
22041623303,C003,40,10,4,0,4
22241801218,C004,22,6,6,0,6
22130314203,C003,25,6,6,2,4
22041402904,C007,0,0,0,0,0
22110613614,C003,55,7,7,1,6
22100711635,C005,0,0,0,0,0
22110423005,C009,0,0,0,0,0
22100610328,C012,0,0,0,0,0
22183702702,C012,0,0,0,0,0
22070610711,C010,90,23,20,0,20
22012003306,C008,28,10,8,0,8
22050910823,C002,0,0,0,0,0
22020600111,C011,30,7,7,0,7
22061700910,C011,0,0,0,0,0
22072204308,C008,0,0,0,0,0
22061700723,C009,0,0,0,0,0
22041514490,C005,36,7,7,0,7
22241611002,C011,0,0,0,0,0
22261205504,C010,15,1,1,0,1
22271403906,C003,0,0,0,0,0
22131310609,C006,38,10,8,0,8
22052314610,C001,0,0,0,0,0
22012008809,C002,0,0,0,0,0
22072516623,C003,80,20,5,0,5
22041701503,C003,0,0,0,0,0
22051015035,C005,60,15,14,0,14
22090812622,C007,32,8,7,0,7
22183702803,C011,0,0,0,0,0
22080708103,C001,0,0,0,0,0
22100714316,C004,8,2,0,0,0
22081322408,C012,0,0,0,0,0
22062407808,C012,0,0,0,0,0
22241019706,C011,12,6,6,0,6
22112218306,C011,NULL,NULL,NULL,NULL,NULL
22052317911,C001,30,7,7,0,7
22110407413,C002,0,0,0,0,0
22100715104,C005,16,4,4,0,4
22070601705,C007,0,0,0,0,0
22091110908,C008,30,8,5,1,4
22100714807,C012,0,0,0,0,0
22020400108,C009,0,0,0,0,0
22070310505,C008,0,0,0,0,0
22241806906,C006,28,7,7,0,7
22152300714,C007,1,0,0,0,0
22061900418,C003,60,15,15,0,15
22061702506,C001,100,25,7,0,7
22090815003,C006,40,10,8,0,8
22041515035,C001,30,8,8,0,8
22220509102,C008,0,0,0,0,0
22133001515,C005,30,8,8,1,7
22012006102,C012,0,0,0,0,0
22101100517,C010,0,0,0,0,0
22192112905,C004,70,17,17,0,17
22012101214,C006,0,0,0,0,0
22241002703,C003,40,10,10,0,10
22110407333,C004,10,2,0,0,0
22060102409,C008,40,10,3,0,3
22041510805,C004,0,0,0,0,0
22070319603,C012,0,0,0,0,0
22231005605,C011,0,0,0,0,0
22122100103,C007,40,10,3,0,3
22230311604,C011,0,0,0,0,0
22100700814,C005,0,0,0,0,0
22220905112,C009,1,0,0,0,0
22061307205,C003,0,0,0,0,0
22100700310,C005,369,2,2,0,2
22041103104,C002,36,9,9,0,9
22060105802,C012,0,0,0,0,0
22142104907,C010,0,0,0,0,0
22100700818,C010,18,4,3,0,3
22110406702,C011,0,0,0,0,0
22100725501,C002,32,8,3,0,3
22110426709,C006,0,0,0,0,0
22172809511,C007,0,0,0,0,0
22110437110,C005,0,0,0,0,0
22271603411,C005,20,5,5,0,5
22051812212,C001,50,12,2,0,2
22101109403,C012,0,0,0,0,0
22220813416,C005,60,15,1,0,1
22261109708,C012,0,0,0,0,0
22061702507,C005,40,10,1,0,1
22133005903,C012,0,0,0,0,0
22060110902,C004,80,20,9,1,8
22133005710,C010,30,3,3,0,3
22080714105,C007,18,7,7,1,6
22191618508,C007,0,0,0,0,0
22100721511,C001,10,2,0,0,0
22061903606,C007,0,0,0,0,0
22060209608,C003,40,10,4,0,4
22100722309,C002,0,0,0,0,0
22040909004,C001,0,0,0,0,0
22090402505,C004,32,8,6,0,6
22070324806,C011,0,0,0,0,0
22110422527,C005,0,0,0,0,0
22101115005,C006,0,0,0,0,0
22153307314,C008,0,0,0,0,0
22132700509,C002,28,7,7,0,7
22080102502,C002,40,10,3,0,3
22050906601,C009,35,9,6,0,6
22072203205,C007,0,0,0,0,0
22172602124,C003,0,0,0,0,0
22133008406,C008,0,0,0,0,0
22110410305,C005,30,5,4,0,4
22141800423,C002,70,17,1,0,1
22122808702,C001,32,8,8,0,8
22062400126,C003,100,25,24,0,24
22112212903,C003,20,5,5,0,5
22071500802,C011,0,0,0,0,0
22061300416,C003,0,0,0,0,0
22090611203,C006,0,0,0,0,0
22110401502,C003,0,0,0,0,0
22122817109,C011,0,0,0,0,0
22061906207,C004,0,0,0,0,0
22061904502,C004,48,12,10,0,10
22051011643,C010,20,5,2,0,2
22072200807,C006,35,5,5,0,5
22071113101,C010,0,0,0,0,0
22241208104,C011,0,0,0,0,0
22271600111,C002,0,0,0,0,0
22110418515,C002,0,0,0,0,0
22110436407,C006,0,0,0,0,0
22052305315,C006,25,6,6,0,6
22110440904,C006,0,0,0,0,0
22241014305,C005,0,0,0,0,0
22121104504,C001,0,0,0,0,0
22091105441,C009,NULL,NULL,NULL,NULL,NULL
22110406107,C005,29,2,2,0,2
22220506503,C002,20,5,5,0,5
22041508606,C008,0,0,0,0,0
22070305809,C004,40,10,12,0,12
22271504911,C010,0,0,0,0,0
22110429310,C012,0,0,0,0,0
22231213202,C004,35,7,7,1,6
22050916504,C002,40,10,0,0,0
22271703711,C002,40,10,10,0,10
22100717903,C001,0,0,0,0,0
22220905117,C001,36,9,4,0,4
22012311703,C003,0,0,0,0,0
22061304004,C005,0,0,0,0,0
22071116106,C010,50,12,3,0,3
22072202629,C003,40,10,3,0,3
22090201708,C006,40,10,2,0,2
22110403903,C012,0,0,0,0,0
22110410617,C011,29,7,1,0,1
22061707103,C011,35,8,8,0,8
22060403404,C002,40,10,6,0,6
22101115402,C010,0,0,0,0,0
22061300607,C007,3,1,1,0,1
22061707208,C009,0,0,0,0,0
22040315912,C005,0,0,0,0,0
22110428435,C008,0,0,0,0,0
22100701307,C009,40,10,5,0,5
22050900913,C012,0,0,0,0,0
22090500203,C011,16,4,4,0,4
22220905107,C008,20,5,0,0,0
22240200806,C009,36,9,6,1,5
22030804904,C011,0,0,0,0,0
22241207003,C008,20,5,5,2,3
22061902609,C009,0,0,0,0,0
22050807211,C007,60,15,3,0,3
22110612603,C008,0,0,0,0,0
22261101922,C006,100,25,8,0,8
22070325302,C003,0,0,0,0,0
22122516204,C002,0,0,0,0,0
22171204004,C008,0,0,0,0,0
22050800606,C011,0,0,0,0,0
22060205303,C003,0,0,0,0,0
22060402708,C007,0,0,0,0,0
22050908406,C010,0,0,0,0,0
22133009905,C008,0,0,0,0,0
22231009402,C006,0,0,0,0,0
22110420909,C003,60,15,1,0,1
22110429703,C010,0,0,0,0,0
22122808102,C006,0,0,0,0,0
22070322605,C007,0,0,0,0,0
22122518703,C006,28,7,7,0,7
22110415610,C008,0,0,0,0,0
22061906312,C001,40,10,0,0,0
22041513702,C002,30,8,8,0,8
22041106308,C004,0,0,0,0,0
22140131503,C012,0,0,0,0,0
22230204204,C007,40,10,2,0,2
22110438201,C009,30,7,2,0,2
22110438503,C011,10,4,4,2,2
22100608105,C002,40,10,10,0,10
22143212804,C003,20,5,4,0,4
22070307325,C006,40,10,8,0,8
22133009614,C010,0,0,0,0,0
22061701474,C008,0,0,0,0,0
22051015157,C003,20,5,1,0,1
22041409703,C004,12,3,3,0,3
22110808702,C004,60,15,14,0,14
22271503107,C007,0,0,0,0,0
22230221601,C005,40,10,4,0,4
22153002901,C002,34,6,0,0,0
22172602110,C008,17,4,2,0,2
22271509004,C001,0,0,0,0,0
22061702403,C001,0,0,0,0,0
22061901605,C009,40,10,10,0,10
22133008205,C008,0,0,0,0,0
22231214902,C011,0,0,0,0,0
22090806404,C012,0,0,0,0,0
22090801507,C005,40,10,4,1,3
22101110808,C007,0,0,0,0,0
22271404210,C004,40,10,10,6,4
22251912702,C009,0,0,0,0,0
22100707405,C002,0,0,0,0,0
22122517907,C010,0,0,0,0,0
22060203310,C005,0,0,0,0,0
22050910418,C005,50,12,11,1,10
22061305505,C007,0,0,0,0,0
22012407516,C009,42,10,8,0,8
22012007307,C006,24,0,0,0,0
22031006206,C009,100,25,12,1,11
22100702210,C005,0,0,0,0,0
22110417817,C010,0,0,0,0,0
22080704106,C012,0,0,0,0,0
22091100199,C001,0,0,0,0,0
22061300507,C001,60,16,1,0,1
22071509016,C008,0,0,0,0,0
22062405303,C012,0,0,0,0,0
22100717517,C010,25,6,6,0,6
22110421003,C001,20,5,5,0,5
22122808005,C007,0,0,0,0,0
22110407335,C009,0,0,0,0,0
22110405802,C011,0,0,0,0,0
22051015616,C008,50,12,12,0,12
22100605106,C010,52,13,3,0,3
22122102427,C011,22,4,4,0,4
22110420811,C008,0,0,0,0,0
22130300907,C010,45,12,0,0,0
22110438110,C002,32,9,9,0,9
22242009106,C011,0,0,0,0,0
22172509205,C003,30,8,5,0,5
22071515503,C008,0,0,0,0,0
22122101905,C011,64,12,3,0,3
22160802026,C012,0,0,0,0,0
22110421403,C005,60,14,14,0,14
22271507910,C001,0,0,0,0,0
22192111404,C010,0,0,0,0,0
22012000135,C002,30,8,0,0,0
22241215201,C010,0,17,17,2,15
22100609205,C001,0,0,0,0,0
22242007604,C009,20,5,1,0,1
22153302611,C008,8,6,6,0,6
22220503005,C006,20,5,5,0,5
22130302924,C007,0,0,0,0,0
22051813608,C005,100,25,11,0,11
22220505703,C007,0,0,0,0,0
22241011704,C008,0,0,0,0,0
22041514489,C009,0,0,0,0,0
22090307511,C011,40,10,7,4,3
22112221202,C004,35,8,5,0,5
22080710404,C010,0,0,0,0,0
22051027438,C006,40,10,2,0,2
22241609004,C003,25,6,6,0,6
22040904408,C001,0,0,0,0,0
22051023902,C007,26,3,3,0,3
22051027402,C007,50,12,5,0,5
22171006315,C001,0,0,0,0,0
22110420804,C008,0,0,0,0,0
22110411208,C003,25,1,1,0,1
22051015609,C007,32,8,5,1,4
22051027325,C003,69,17,11,1,10
22271401412,C005,0,0,0,0,0
22271412503,C008,28,15,5,0,5
22203102710,C002,0,0,0,0,0
22020107608,C010,0,0,0,0,0
22070312605,C002,0,0,0,0,0
