Udise_Code,ClassCode,Total_Seats,RTE_Seats,admitted,Dropout,Retaining
22060703304,C011,0,0,0,0,0
22183702526,C003,45,11,11,2,9
22100607802,C001,0,0,0,0,0
22020105007,C002,40,10,10,0,10
22122504749,C010,0,0,0,0,0
22191604954,C003,0,0,0,0,0
22040909004,C010,0,0,0,0,0
22070304004,C007,40,10,6,0,6
22070328724,C003,0,0,0,0,0
22070314508,C001,26,6,2,0,2
22152900115,C008,0,0,0,0,0
22060105406,C010,0,0,0,0,0
22220100233,C003,25,6,6,1,5
22140149202,C012,0,0,0,0,0
22220519304,C003,0,0,0,0,0
22271403906,C010,0,0,0,0,0
22101100319,C005,20,5,5,0,5
22133017218,C002,40,10,10,0,10
22230204404,C012,0,0,0,0,0
22090511504,C004,30,7,5,1,4
22080717402,C004,30,8,4,0,4
22241608710,C007,0,0,0,0,0
22031305627,C002,0,0,0,0,0
22100720603,C002,0,0,0,0,0
22061905020,C012,0,0,0,0,0
22131307408,C002,0,0,0,0,0
22070605818,C007,0,0,0,0,0
22041605005,C007,0,0,0,0,0
22122102417,C011,8,2,2,0,2
22070305303,C012,0,0,0,0,0
22031201611,C006,0,0,0,0,0
22112208906,C003,0,25,1,0,1
22220516204,C006,8,2,2,0,2
22110607405,C010,58,7,7,0,7
22041403905,C004,20,5,5,2,3
22031006205,C012,0,0,0,0,0
22110415620,C003,30,8,6,0,6
22061701442,C006,36,9,8,0,8
22090616412,C003,60,15,5,0,5
22080109617,C012,0,0,0,0,0
22241230803,C005,48,12,12,0,12
22060504221,C003,80,20,11,0,11
22241004204,C010,16,4,4,0,4
22241201205,C006,0,0,0,0,0
22060702811,C007,0,0,0,0,0
22060210606,C007,0,0,0,0,0
22061703950,C002,0,0,0,0,0
22110405604,C006,0,0,0,0,0
22151710607,C008,30,6,6,3,3
22071516303,C009,0,0,0,0,0
22100701125,C005,4,1,1,0,1
22100707404,C012,0,0,0,0,0
22020100208,C005,0,0,0,0,0
22030704948,C006,0,0,0,0,0
22191234001,C003,0,0,0,0,0
22041702203,C005,40,10,7,0,7
22020107215,C004,40,10,8,0,8
22051800416,C005,22,3,3,0,3
22270000091,C001,0,0,0,0,0
22220511203,C008,0,0,0,0,0
22252305604,C003,87,24,24,0,24
22191209106,C010,NULL,NULL,NULL,NULL,NULL
22041500105,C003,63,15,7,0,7
22261101407,C012,0,0,0,0,0
22271707410,C002,0,0,0,0,0
22090314804,C001,40,10,5,0,5
22110418535,C007,0,0,0,0,0
22241802904,C003,24,6,6,0,6
22100706711,C012,0,0,0,0,0
22090313205,C004,80,20,17,0,17
22153315208,C002,60,15,11,0,11
22200600303,C004,0,0,0,0,0
22110434901,C007,0,0,0,0,0
22070323404,C011,0,0,0,0,0
22090201721,C007,40,10,2,0,2
22041706304,C010,0,0,0,0,0
22060105605,C001,0,0,0,0,0
22061902706,C010,28,7,2,0,2
22050807605,C009,0,0,0,0,0
22100717903,C009,0,0,0,0,0
22081300111,C012,0,0,0,0,0
22271403501,C008,40,10,2,1,1
22072204308,C002,0,0,0,0,0
22061900418,C001,80,20,20,0,20
22241803007,C001,0,0,0,0,0
22110431901,C007,60,14,7,0,7
22050910823,C004,30,8,2,0,2
22100716037,C005,0,0,0,0,0
22120910603,C012,0,0,0,0,0
22100717522,C004,150,20,20,0,20
22110440303,C001,60,15,14,0,14
22062401911,C010,0,0,0,0,0
22070325002,C003,50,12,5,0,5
22191200610,C002,0,0,0,0,0
22060702609,C004,20,5,0,0,0
22012204023,C003,25,6,3,2,1
22191210502,C007,40,10,9,0,9
22130300942,C005,36,9,9,0,9
22041409304,C008,0,0,0,0,0
22072507005,C003,0,0,0,0,0
22271800906,C008,0,0,0,0,0
22100726226,C009,160,40,31,0,31
22100712306,C009,0,0,0,0,0
22231010004,C002,40,10,10,0,10
22071403416,C003,120,30,29,0,29
22192100223,C003,0,0,0,0,0
22060405303,C003,45,11,0,0,0
22041103205,C006,28,6,6,0,6
22110803706,C005,14,3,2,0,2
22110438606,C003,30,7,7,0,7
22110428617,C004,13,3,3,0,3
22100701108,C004,0,0,0,0,0
22110421204,C006,0,0,0,0,0
22203102710,C009,40,10,6,0,6
22100712806,C008,0,0,0,0,0
22120918725,C005,30,8,8,0,8
22110411206,C007,0,0,0,0,0
22061900211,C004,80,20,8,0,8
22070324110,C009,0,0,0,0,0
22133005404,C003,15,4,1,0,1
22101100410,C006,0,0,0,0,0
22100726216,C009,0,0,2,0,2
22012204028,C003,0,0,0,0,0
22140101403,C004,40,10,10,2,8
22153305504,C010,0,0,0,0,0
22030107523,C005,0,0,0,0,0
22122110505,C001,0,0,0,0,0
22140702604,C002,150,36,36,0,36
22110407350,C011,0,0,0,0,0
22081301506,C001,0,0,0,0,0
22122107203,C004,40,10,3,0,3
22040319239,C002,60,10,10,1,9
22061902602,C002,0,0,0,0,0
22031302903,C002,0,0,0,0,0
22100709108,C002,12,3,1,0,1
22060500808,C001,0,0,0,0,0
22122504736,C010,25,6,3,0,3
22152903301,C012,0,0,0,0,0
22130301704,C006,20,5,5,1,4
22271900106,C010,0,0,0,0,0
22143217403,C004,30,7,6,0,6
22100721604,C012,0,0,0,0,0
22250509403,C006,40,10,5,1,4
22030113805,C009,20,2,2,0,2
22100717820,C004,150,37,22,2,20
22100709112,C005,0,0,0,0,0
22061705605,C004,60,15,1,0,1
22060100322,C011,52,13,11,2,9
22110807614,C007,0,0,0,0,0
22071503806,C012,0,0,0,0,0
22090000102,C011,0,0,0,0,0
22142700509,C006,35,8,4,0,4
22100710516,C003,0,0,0,0,0
22191617203,C009,0,0,0,0,0
22271604004,C009,0,0,0,0,0
22061906314,C008,16,4,4,0,4
22130307410,C008,0,0,0,0,0
22100712107,C001,0,0,0,0,0
22080109616,C003,32,8,5,0,5
22051015151,C007,50,13,13,0,13
22110424913,C007,0,0,0,0,0
22071509110,C010,0,0,0,0,0
22112204303,C010,0,0,0,0,0
22143209205,C001,0,0,0,0,0
22012004301,C004,40,10,1,0,1
22070605822,C009,0,0,0,0,0
22100710530,C006,20,5,1,0,1
22142700105,C005,73,18,18,4,14
22031305009,C011,0,0,0,0,0
22090817803,C003,0,0,0,0,0
22241609004,C006,0,0,0,0,0
22020104607,C001,36,9,1,0,1
22112218306,C008,NULL,NULL,NULL,NULL,NULL
22090602004,C007,0,0,0,0,0
22091118220,C011,0,0,0,0,0
22100714316,C010,0,0,0,0,0
22100726215,C005,30,8,7,1,6
22110419002,C006,52,1,1,0,1
22071509202,C003,16,4,4,0,4
22130300206,C008,0,0,0,0,0
22040315910,C009,32,8,8,0,8
22040913104,C004,20,6,6,0,6
22070311304,C003,0,0,0,0,0
22112207704,C012,0,0,0,0,0
22051027447,C001,40,10,2,0,2
22091104303,C008,0,0,0,0,0
22192113904,C001,0,0,0,0,0
22241802904,C008,0,0,0,0,0
22012308603,C004,0,0,0,0,0
22242004004,C005,0,0,0,0,0
22041629743,C004,58,14,2,0,2
22090811003,C005,40,10,10,0,10
22133002004,C002,20,5,5,0,5
22030508608,C003,20,5,5,0,5
22133006709,C001,0,0,0,0,0
22100702903,C012,0,0,0,0,0
22071507501,C011,40,10,6,0,6
22112216104,C001,40,10,4,0,4
22220800205,C010,0,0,0,0,0
22041509305,C005,0,0,0,0,0
22230302103,C006,0,0,0,0,0
22041707110,C010,0,0,0,0,0
22060400218,C001,0,0,0,0,0
22100714803,C010,0,0,0,0,0
22020404502,C004,15,15,3,0,3
22153315406,C001,12,5,5,0,5
22231015003,C009,20,5,4,1,3
22110410502,C009,0,0,0,0,0
22122102703,C011,0,0,0,0,0
22261300236,C008,100,25,25,0,25
22271603414,C007,0,0,0,0,0
22080704106,C009,80,20,4,0,4
22031308302,C002,0,0,0,0,0
22040313805,C012,0,0,0,0,0
22080703376,C001,0,0,0,0,0
22060104108,C010,0,0,0,0,0
22110436409,C002,0,0,0,0,0
22172608003,C010,0,0,0,0,0
22012011405,C002,0,0,0,0,0
22252601009,C010,0,0,0,0,0
22070319605,C008,0,0,0,0,0
22172807510,C003,0,0,0,0,0
22133003403,C007,0,0,0,0,0
22070607905,C004,45,11,11,2,9
22122112003,C002,0,0,0,0,0
22271808105,C005,0,0,0,0,0
22012407516,C006,0,0,0,0,0
22122100204,C001,0,0,0,0,0
22271702701,C007,40,10,7,0,7
22191610003,C008,40,10,2,0,2
22070311903,C005,0,0,0,0,0
22153301704,C006,56,14,14,1,13
22100721518,C007,0,0,0,0,0
22070321205,C010,0,0,0,0,0
22061305109,C012,0,0,0,0,0
22072500405,C002,32,8,8,1,7
22120937201,C011,0,0,0,0,0
22061902610,C003,0,0,0,0,0
22191218309,C004,40,10,4,0,4
22061711602,C002,0,0,0,0,0
22100726621,C006,67,18,17,1,16
22271413104,C010,0,0,0,0,0
22220518703,C010,0,0,0,0,0
22220102601,C012,0,0,0,0,0
22071508408,C003,60,15,15,0,15
22110411203,C011,0,0,0,0,0
22072509803,C008,0,0,0,0,0
22110813303,C001,0,0,0,0,0
22041515036,C011,10,3,3,0,3
22030704961,C001,0,0,0,0,0
22070610712,C002,20,5,0,0,0
22230200106,C012,0,0,0,0,0
22191613502,C001,0,0,0,0,0
22051027452,C010,NULL,NULL,NULL,NULL,NULL
22242002609,C011,0,0,0,0,0
22040209205,C008,0,0,0,0,0
22132700302,C010,16,4,2,0,2
22110405803,C007,0,0,0,0,0
22241011702,C004,40,10,4,0,4
22080715003,C007,30,4,4,0,4
22100600106,C007,0,0,0,0,0
22203102723,C005,70,15,7,0,7
22061701448,C008,140,35,0,0,0
22071404312,C008,0,0,0,0,0
22241206411,C001,50,13,0,0,0
22240201603,C011,40,10,3,0,3
22100715022,C010,72,18,1,0,1
22041514442,C011,68,17,17,0,17
22030802122,C008,90,23,23,0,23
22231216903,C011,0,0,0,0,0
22110422529,C001,32,8,2,0,2
22090616412,C004,130,27,27,0,27
22231011204,C001,0,0,0,0,0
22142107407,C006,50,10,5,0,5
22071113003,C009,0,0,0,0,0
22072206101,C005,60,15,7,0,7
22071400804,C001,0,0,0,0,0
22020106810,C008,0,0,0,0,0
22070322508,C005,50,3,3,0,3
22251904313,C010,0,0,0,0,0
22100712510,C008,0,0,0,0,0
22130300107,C012,0,0,0,0,0
22271407010,C007,52,13,13,0,13
22231008619,C010,48,7,7,0,7
22242005407,C009,40,10,10,1,9
22062401316,C006,0,0,0,0,0
22271809610,C007,0,0,0,0,0
22060106609,C011,0,0,0,0,0
22040301310,C005,0,0,0,0,0
22070322709,C011,0,0,0,0,0
22070314508,C002,0,0,0,0,0
22120915105,C011,0,0,0,0,0
22271405912,C009,0,0,0,0,0
22271802608,C009,NULL,NULL,NULL,NULL,NULL
22060702609,C001,0,0,0,0,0
22241230803,C006,36,9,9,0,9
22100719914,C008,24,6,6,1,5
22051003002,C001,60,15,15,0,15
22230305805,C003,60,12,12,0,12
22091100122,C010,70,18,12,0,12
22101100806,C011,0,0,0,0,0
22271501708,C001,0,0,0,0,0
22100726304,C012,0,0,0,0,0
22041619005,C006,31,8,8,0,8
22271702728,C010,0,0,0,0,0
22060208708,C001,40,10,7,0,7
22072202629,C012,0,0,0,0,0
22100709304,C006,0,0,0,0,0
22153302607,C004,56,14,14,0,14
22070605831,C003,50,12,10,0,10
22041403103,C004,14,3,3,0,3
22040910105,C009,20,3,3,0,3
22100726613,C002,39,9,9,0,9
22251904206,C007,0,0,0,0,0
22242010805,C008,26,2,2,0,2
22220905108,C011,0,0,0,0,0
22110431901,C002,28,6,6,1,5
22090504708,C009,40,10,5,0,5
22061900418,C006,0,0,0,0,0
22060405312,C005,0,0,0,0,0
22110405604,C007,0,0,0,0,0
22110811003,C012,0,0,0,0,0
22100726610,C008,28,7,4,0,4
22110429212,C007,33,8,0,0,0
22242009206,C005,40,10,5,0,5
22051819411,C009,40,10,3,0,3
22100722228,C007,52,13,11,1,10
22041514450,C005,17,4,4,0,4
22020110894,C003,9,3,3,0,3
22210204034,C008,0,0,0,0,0
22231008607,C011,40,9,9,0,9
22062401315,C003,40,10,7,0,7
22012005604,C003,18,5,3,0,3
22070606113,C010,30,5,5,0,5
22241602010,C012,0,0,0,0,0
22060511302,C003,90,22,21,0,21
22110427805,C008,0,0,0,0,0
22133017202,C002,20,5,5,0,5
22060102805,C008,0,0,0,0,0
22110406206,C004,64,16,16,1,15
22012000145,C007,0,0,0,0,0
22041515026,C008,86,21,4,0,4
22062401314,C009,0,0,0,0,0
22220510706,C008,25,6,6,0,6
22220511203,C003,0,0,0,0,0
22100700329,C007,0,0,0,0,0
22153309102,C005,13,9,9,0,9
22112206405,C010,0,0,0,0,0
22050900103,C011,40,10,7,0,7
22110405809,C010,0,0,0,0,0
22090616449,C002,0,0,0,0,0
22072514520,C001,0,0,0,0,0
22271502104,C002,0,0,0,0,0
22040315908,C002,0,0,0,0,0
22091118226,C004,30,10,0,0,0
22110422706,C009,32,8,5,0,5
22271404209,C007,0,0,0,0,0
22070313014,C007,90,23,21,2,19
22151705806,C006,0,0,0,0,0
22191601404,C001,0,0,0,0,0
22251412502,C003,38,8,4,0,4
22072516629,C006,70,17,17,0,17
22061707805,C010,0,0,0,0,0
22110408530,C009,0,0,0,0,0
22172801811,C001,0,0,0,0,0
22060402706,C007,50,13,6,0,6
22061903305,C008,60,15,15,7,8
22071500802,C008,0,0,0,0,0
22061306008,C002,28,7,7,0,7
22110406211,C009,0,0,0,0,0
22071500330,C003,NULL,NULL,NULL,NULL,NULL
22271501604,C005,27,8,8,0,8
22110429106,C003,0,0,0,0,0
22060703804,C010,40,10,3,0,3
22110420509,C003,0,0,0,0,0
22242010804,C011,0,0,0,0,0
22271408706,C005,36,9,8,0,8
22241607904,C010,36,9,2,0,2
22260801306,C009,25,6,6,4,2
22100715104,C002,8,2,2,0,2
22100702209,C011,0,0,0,0,0
22090415008,C009,0,0,0,0,0
22271901104,C007,40,10,9,0,9
22133004208,C007,0,0,0,0,0
22191210706,C012,0,0,0,0,0
22090804007,C009,0,0,0,0,0
22090413310,C009,8,2,2,0,2
22110407423,C006,0,0,0,0,0
22241606035,C001,20,5,5,0,5
22220501006,C006,16,4,2,0,2
22061902806,C007,0,0,0,0,0
22030707705,C005,20,5,5,0,5
22100714409,C004,24,6,4,0,4
22080708803,C009,0,0,0,0,0
22051027475,C005,40,10,8,0,8
22230307817,C011,0,0,0,0,0
22070308711,C011,0,0,0,0,0
22112206307,C001,25,6,6,0,6
22041624502,C005,0,0,0,0,0
22110416608,C003,0,0,0,0,0
22072502805,C012,0,0,0,0,0
22072202623,C007,0,0,0,0,0
22271508902,C010,0,0,0,0,0
22133010109,C008,0,0,0,0,0
22061309815,C009,40,10,3,1,2
22012201509,C002,0,0,0,0,0
22191604703,C012,0,0,0,0,0
22203601036,C005,0,0,0,0,0
22251900714,C009,0,0,0,0,0
22072511503,C005,100,25,24,0,24
22061703954,C011,0,0,0,0,0
22110411010,C001,0,0,0,0,0
22061703704,C011,0,0,0,0,0
22072516605,C001,0,0,0,0,0
22110818602,C002,20,5,5,0,5
22041707507,C009,25,6,1,0,1
22110410303,C005,93,6,6,0,6
22261106704,C001,0,0,0,0,0
22020606011,C011,27,7,2,0,2
22110401812,C001,10,2,1,0,1
22241014305,C002,0,0,0,0,0
22061707302,C007,0,0,0,0,0
22153307313,C010,0,0,0,0,0
22041404507,C008,0,0,0,0,0
22260905809,C003,90,23,16,0,16
22090616409,C003,0,0,0,0,0
22110411602,C009,0,0,0,0,0
22070321903,C012,0,0,0,0,0
22130311403,C007,0,0,0,0,0
22061300505,C005,0,0,0,0,0
22100716010,C009,42,12,12,2,10
22261103404,C008,16,3,3,0,3
22110422409,C003,0,0,0,0,0
22153305002,C008,40,10,8,1,7
22060205402,C007,0,0,0,0,0
22061700909,C003,0,0,0,0,0
22100700206,C006,0,0,0,0,0
22090806503,C009,0,0,0,0,0
22090201711,C006,40,10,1,0,1
22070321402,C006,30,8,1,0,1
22041408317,C010,36,9,5,0,5
22241001104,C008,32,8,8,1,7
22100610326,C008,0,0,0,0,0
22060206303,C008,0,0,0,0,0
22122100109,C002,35,8,8,0,8
22121130702,C007,0,0,0,0,0
22060400231,C003,70,17,17,0,17
22040906503,C002,60,15,9,0,9
22060401809,C005,0,0,0,0,0
22040213108,C008,0,0,0,0,0
22070322322,C009,0,0,0,0,0
22122102443,C007,0,0,0,0,0
22030505816,C006,0,0,0,0,0
22030704960,C011,0,0,0,0,0
22051011641,C004,46,10,10,3,7
22191208904,C002,0,0,0,0,0
22191604940,C009,0,0,0,0,0
22252303524,C004,30,7,7,0,7
22040309905,C011,0,0,0,0,0
22241804106,C001,25,4,0,0,0
22061709904,C010,41,10,1,0,1
22061904502,C007,48,12,0,0,0
22060407202,C008,34,8,8,0,8
22112201019,C005,0,0,0,0,0
22081215703,C004,0,0,0,0,0
22191222605,C007,0,0,0,0,0
22051017820,C005,0,0,0,0,0
22071500322,C007,120,30,24,1,23
22100706713,C005,0,0,0,0,0
22191627803,C003,0,0,0,0,0
22260909909,C010,0,0,0,0,0
22132701206,C007,0,0,0,0,0
22132703903,C005,15,3,3,0,3
22070605826,C004,40,10,6,3,3
22062410902,C001,0,0,0,0,0
22030505104,C002,0,0,0,0,0
22091112704,C009,25,6,5,0,5
22110417204,C007,0,0,0,0,0
22110414705,C009,0,0,0,0,0
22061906034,C008,0,0,0,0,0
22050907933,C006,0,0,0,0,0
22020300137,C004,60,15,8,5,3
22061300108,C011,32,6,2,0,2
22100701123,C007,0,0,0,0,0
22041629720,C002,15,4,2,0,2
22252309302,C008,0,0,0,0,0
22131309512,C004,40,10,10,2,8
22122806711,C007,0,0,0,0,0
22060208310,C005,NULL,NULL,NULL,NULL,NULL
22140131503,C009,0,0,0,0,0
22031204703,C007,NULL,NULL,NULL,NULL,NULL
22261006604,C012,0,0,0,0,0
22110407403,C006,20,5,1,0,1
22061700114,C010,0,0,0,0,0
22271407008,C005,0,0,0,0,0
22072503614,C005,0,0,0,0,0
22040301508,C008,0,0,0,0,0
22110612502,C008,0,0,0,0,0
22061707108,C007,40,10,3,0,3
22061706903,C002,50,12,4,0,4
22090806404,C009,0,0,0,0,0
22271703711,C005,12,3,3,0,3
22110406904,C005,30,7,7,0,7
22153312906,C007,0,0,0,0,0
22112211603,C007,15,3,2,0,2
22100726228,C001,25,5,0,0,0
22012306905,C008,42,10,10,1,9
22100701522,C003,0,0,0,0,0
22251904347,C010,70,18,7,0,7
22172612519,C007,18,1,1,0,1
22110441401,C002,41,10,5,0,5
22091005601,C008,36,9,8,1,7
22132705403,C003,25,6,6,0,6
22271603411,C002,0,0,0,0,0
22100722218,C003,0,0,0,0,0
22040913005,C002,40,10,10,0,10
22133014007,C001,0,0,0,0,0
22100717828,C008,0,0,0,0,0
22051003099,C007,0,0,0,0,0
22020700506,C009,75,1,1,0,1
22110403912,C003,0,0,0,0,0
22231012102,C005,40,1,1,0,1
22030704946,C008,0,0,0,0,0
22012204020,C003,0,0,0,0,0
22261105208,C011,0,0,0,0,0
22261205804,C012,0,0,0,0,0
22071402305,C007,35,9,5,0,5
22122102468,C007,0,0,0,0,0
22041623304,C008,0,0,0,0,0
22091109105,C004,40,10,6,0,6
22161905708,C003,161,20,16,0,16
22110604510,C010,0,0,0,0,0
22060703905,C002,0,0,0,0,0
22060701302,C001,48,12,12,0,12
22071509015,C005,120,30,20,0,20
22020102305,C008,21,1,1,0,1
22100716012,C010,0,0,0,0,0
22152903301,C002,60,15,15,0,15
22110432301,C004,30,12,12,0,12
22081307718,C008,0,0,0,0,0
22090606607,C010,40,10,7,0,7
22091103702,C011,0,0,0,0,0
22153313204,C005,30,3,3,0,3
22112220205,C005,40,10,6,0,6
22060704103,C009,0,0,0,0,0
22110414109,C004,0,0,0,0,0
22260809706,C004,30,8,7,0,7
22260911104,C001,0,0,0,0,0
22061300607,C004,26,10,10,0,10
22271703613,C010,0,0,0,0,0
22061900808,C004,40,10,2,0,2
22100604603,C008,0,0,0,0,0
22071400507,C009,25,6,2,0,2
22100700310,C002,324,81,11,0,11
22122113405,C012,0,0,0,0,0
22020200110,C004,20,5,5,0,5
22100604905,C001,0,0,0,0,0
22132705411,C001,30,7,7,0,7
22031008220,C003,19,6,6,0,6
22231214902,C008,9,3,3,0,3
22012004301,C011,0,0,0,0,0
22260901004,C008,80,20,7,0,7
22110405129,C001,31,10,10,0,10
22240204249,C008,65,1,1,0,1
22061703806,C010,60,15,8,0,8
22112202004,C005,28,7,7,0,7
22112216905,C003,0,0,0,0,0
22100609210,C008,28,7,7,0,7
22112214202,C008,0,0,0,0,0
22160805729,C011,0,0,0,0,0
22031200510,C001,0,0,0,0,0
22261005103,C011,60,15,0,0,0
22061907316,C005,0,10,7,0,7
22061903504,C009,0,0,0,0,0
22060408108,C001,60,15,8,0,8
22061700110,C009,60,15,12,0,12
22091104904,C002,4,1,1,0,1
22012009102,C010,0,0,0,0,0
22041106805,C007,0,0,0,0,0
22242008504,C004,40,4,2,0,2
22191605305,C008,90,23,17,0,17
22090611208,C001,0,0,0,0,0
22070319399,C011,0,0,0,0,0
22121116405,C001,0,0,0,0,0
22071501503,C008,0,0,0,0,0
22090611303,C012,0,0,0,0,0
22231216202,C001,0,0,0,0,0
22100608007,C002,40,10,10,0,10
22062400152,C010,0,0,0,0,0
22100701125,C012,0,0,0,0,0
22070601802,C001,0,0,0,0,0
22050923404,C006,40,10,8,3,5
22061707812,C012,0,0,0,0,0
22261311601,C012,0,0,0,0,0
22242007604,C006,20,5,2,0,2
22220806603,C006,0,0,0,0,0
22041506805,C002,70,17,5,0,5
22251402807,C003,40,10,8,0,8
22261209211,C011,NULL,NULL,NULL,NULL,NULL
22051027443,C006,50,12,7,0,7
22090616442,C009,40,10,9,0,9
22241014211,C009,0,0,0,0,0
22112215807,C005,35,3,3,0,3
22070306024,C010,0,0,0,0,0
22061703954,C004,0,0,0,0,0
22110405004,C001,20,5,2,0,2
22110608704,C012,0,0,0,0,0
22100701523,C009,0,0,0,0,0
22071513104,C007,0,0,0,0,0
22062407808,C009,0,0,0,0,0
22122808005,C004,92,23,23,0,23
22172604305,C009,30,6,6,0,6
22041629743,C011,0,0,0,0,0
22060402504,C004,30,7,2,0,2
22090900110,C006,0,0,0,0,0
22100713702,C006,0,0,0,0,0
22030704911,C009,60,15,13,0,13
22252610213,C007,0,0,0,0,0
22071104606,C006,50,14,13,0,13
22110406117,C001,37,10,9,0,9
22110407424,C002,0,0,0,0,0
22271404211,C010,0,0,0,0,0
22080703381,C011,0,0,0,0,0
22012003208,C009,36,6,6,1,5
22220409320,C009,0,0,0,0,0
22041515029,C009,0,0,0,0,0
22100608109,C007,60,15,8,0,8
22091106208,C003,0,0,0,0,0
22261101923,C002,0,0,0,0,0
22241605614,C001,0,0,25,0,25
22110428709,C010,0,0,0,0,0
22081200904,C008,0,0,0,0,0
22071402109,C010,0,0,0,0,0
22061902205,C010,0,0,0,0,0
22050904604,C010,0,0,0,0,0
22242002914,C006,0,0,0,0,0
22171205605,C001,30,8,2,0,2
22271408205,C011,0,0,0,0,0
22271501504,C010,0,0,0,0,0
22090413308,C001,12,3,2,0,2
22080703203,C005,0,0,0,0,0
22110405405,C011,0,0,0,0,0
22271809613,C011,0,0,0,0,0
22110438503,C008,0,0,0,0,0
22041605703,C005,36,9,9,0,9
22252310402,C010,0,0,0,0,0
22050908307,C012,0,0,0,0,0
22110817302,C011,60,1,1,0,1
22261114408,C005,0,0,0,0,0
22261208108,C005,33,8,8,0,8
22070307932,C007,40,10,6,0,6
22110407349,C012,0,0,0,0,0
22101114902,C002,0,0,0,0,0
22191218401,C005,0,0,0,0,0
22061302903,C009,0,0,0,0,0
22020101711,C004,0,0,0,0,0
22220514006,C009,0,0,0,0,0
22051819410,C004,30,8,5,0,5
22061906303,C004,44,11,11,0,11
22110420510,C010,0,0,0,0,0
22260910604,C002,0,0,0,0,0
22241207003,C011,0,0,0,0,0
22100708803,C011,0,0,0,0,0
22070605823,C003,25,7,7,1,6
22213413121,C005,40,10,10,1,9
22142700110,C010,34,8,2,0,2
22231214614,C008,0,0,0,0,0
22172809511,C004,0,0,0,0,0
22061707103,C002,30,7,0,0,0
22090200603,C004,32,8,3,0,3
22091106204,C006,60,15,8,0,8
22153302612,C012,0,0,0,0,0
22143213606,C011,0,0,0,0,0
22041614308,C006,0,0,0,0,0
22112218302,C010,0,0,0,0,0
22070307332,C002,0,0,0,0,0
22040907903,C002,0,4,4,0,4
22061701440,C001,0,0,0,0,0
22110610903,C001,0,0,0,0,0
22070322333,C002,0,0,0,0,0
22072505602,C001,0,0,0,0,0
22100609204,C009,0,0,0,0,0
22220806703,C008,13,3,3,0,3
22220409311,C001,0,0,0,0,0
22020100207,C002,30,10,5,0,5
22110410305,C010,20,5,1,0,1
22172602110,C010,19,4,3,0,3
22110407704,C004,10,2,2,0,2
22061900905,C011,0,0,0,0,0
22110411933,C007,0,0,0,0,0
22100711703,C012,0,0,0,0,0
22080110206,C010,26,5,5,0,5
22110406205,C008,95,23,16,2,14
22110427502,C006,0,0,0,0,0
22100722233,C005,0,0,0,0,0
22100710534,C002,28,7,7,0,7
22090600114,C002,20,5,5,5,0
22110417912,C004,0,0,0,0,0
22110810612,C002,34,9,7,0,7
22192100204,C004,100,25,6,0,6
22241007512,C004,19,9,9,2,7
22060708214,C005,0,0,0,0,0
22140134110,C007,40,10,2,0,2
22072202809,C007,0,0,0,0,0
22130315503,C007,0,0,0,0,0
22130307304,C002,26,5,3,0,3
22110422403,C005,0,0,0,0,0
22231004810,C007,0,0,0,0,0
22100609905,C008,0,0,0,0,0
22060204520,C002,0,0,0,0,0
22020300112,C008,0,0,0,0,0
22071503506,C010,30,8,8,0,8
22071509014,C007,80,20,7,0,7
22100714317,C008,0,0,0,0,0
22110422525,C005,16,4,4,0,4
22100714207,C005,55,13,6,0,6
22241213006,C002,30,8,8,0,8
22061906007,C004,0,0,0,0,0
22122500701,C012,0,0,0,0,0
22020110812,C003,30,6,5,0,5
22012204030,C001,0,0,0,0,0
22133005913,C008,20,5,1,0,1
22100701108,C001,0,0,0,0,0
22110407108,C010,0,0,0,0,0
22061300402,C005,30,8,6,2,4
22020105707,C005,9,2,2,0,2
22122102457,C011,120,18,18,0,18
22030712201,C009,60,15,14,4,10
22061906017,C003,0,0,0,0,0
22061702201,C007,10,4,4,0,4
22070324912,C005,0,0,0,0,0
22060104303,C003,50,12,7,0,7
22061907309,C003,40,10,1,0,1
22191625902,C001,20,5,1,0,1
22251409105,C007,0,0,0,0,0
22020106809,C009,16,4,4,0,4
22071514404,C002,0,0,0,0,0
22040312604,C012,0,0,0,0,0
22031000402,C002,0,0,0,0,0
22091105409,C007,0,0,0,0,0
22110406130,C005,0,0,0,0,0
22070606113,C011,35,7,7,0,7
22052313502,C006,0,0,0,0,0
22070605901,C006,28,7,6,0,6
22041629729,C005,24,5,5,0,5
22120910603,C002,24,6,6,0,6
22100717811,C002,0,0,0,0,0
22110411937,C002,0,0,0,0,0
22241209603,C006,23,0,0,0,0
22122810003,C005,16,4,4,2,2
22072509906,C005,0,0,0,0,0
22231200109,C004,10,5,2,0,2
22070321406,C003,40,13,13,0,13
22050906601,C008,34,9,7,0,7
22261103009,C006,0,0,0,0,0
22052303321,C008,0,0,0,0,0
22191604949,C001,40,10,2,0,2
22110402005,C003,16,4,4,0,4
22210204034,C007,0,0,0,0,0
22110402128,C003,25,6,5,0,5
22070311704,C010,0,0,0,0,0
22071113101,C008,0,0,0,0,0
22110415613,C003,0,0,0,0,0
22020703209,C001,16,4,5,0,5
22220511203,C002,20,5,0,0,0
22070602706,C010,0,0,0,0,0
22271809603,C004,0,0,0,0,0
22140107202,C002,0,0,0,0,0
22070304711,C008,0,0,0,0,0
22050910413,C008,40,10,9,0,9
22271901104,C006,80,20,15,0,15
